id,name,city,state,street,zip,country,url,grade_levels,enrollment_size,school_type,student_body
40748,A Step Up Academy,Jenkintown,PA,520 Meetinghouse Rd,19046-2934,US,/school-directory/school/40748,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",101-200,Day,CoEd
38695,Abington Friends School,Jenkintown,PA,575 Washington Ln,19046-3242,US,/school-directory/school/38695,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
41970,Abiqua School,Salem,OR,6974 Bates Rd S,97306-9400,US,/school-directory/school/41970,"Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
42329,Abraham Joshua Heschel Day School,Northridge,CA,17701 Devonshire St,91325-1213,US,/school-directory/school/42329,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
43169,Academe of the Oaks,Decatur,GA,146 New St,30030-4132,US,/school-directory/school/43169,High School,0-100,Day,CoEd
41436,"Academics West, LLC",New York,NY,37 West 65th Street,10024,US,/school-directory/school/41436,"Elementary/Primary School, Middle School/Junior High School, High School",0-100,Day,CoEd
42548,Academy at the Lakes,Land O Lakes,FL,2331 Collier Pkwy,34639-5284,US,/school-directory/school/42548,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
41743,Academy High,Champaign,IL,2001 Fox Drive,61820-2000,US,/school-directory/school/41743,High School,0-100,Day,CoEd
41867,Academy Hill,Springfield,MA,1190 Liberty St,01104-1153,US,/school-directory/school/41867,"Pre-School, Elementary/Primary School, Middle School/Junior High School",0-100,Day,CoEd
40517,Academy of Notre Dame de Namur,Villanova,PA,560 Sproul Rd,19085-1220,US,/school-directory/school/40517,"Middle School/Junior High School, High School",501-700,Day,Girls
40224,"Academy of Our Lady of Mercy, Lauralton Hall",Milford,CT,200 High St,06460-3249,US,/school-directory/school/40224,High School,201-300,Day,Girls
41751,Academy of Our Lady of Peace,San Diego,CA,4860 Oregon St,92116-1340,US,/school-directory/school/41751,High School,701-1000,Day,Girls
41120,Academy of St. Joseph,New York,NY,111 Washington Pl,10014-6820,US,/school-directory/school/41120,,0-100,Day,CoEd
42748,Academy of The Holy Cross,Kensington,MD,4920 Strathmore Ave,20895-1207,US,/school-directory/school/42748,High School,301-500,Day Services Available Lunch,Girls
42438,Academy of the New Church,Bryn Athyn,PA,2815 Benade Circle PO Box 707,19009,US,/school-directory/school/42438,High School,101-200,Boarding Day Services Available Lunch,CoEd
41898,Academy of the Sacred Heart,New Orleans,LA,4521 Saint Charles Ave,70115-4831,US,/school-directory/school/41898,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,Girls
42596,Academy of the Sacred Heart,Bloomfield Hills,MI,1250 Kensington Rd,48304-3029,US,/school-directory/school/42596,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
40356,Academy Prep Center of St Petersburg,Saint Petersburg,FL,2301 22nd Ave S,33712-3019,US,/school-directory/school/40356,Middle School/Junior High School,101-200,Day,CoEd
40552,Academy Prep Center of Tampa,Tampa,FL,1407 E Columbus Dr,33605-3413,US,/school-directory/school/40552,Middle School/Junior High School,101-200,,CoEd
43924,ACE Academy,Austin,TX,5206 Balcones Dr.,78731,US,/school-directory/school/43924,,0-100,Day,CoEd
95981,Acera School,Winchester,MA,5 Lowell Ave,01890-1129,US,/school-directory/school/95981,,101-200,Day,CoEd
44146,Ad Astra School,Bastrop,TX,830 Farm to Market 969,78602,US,/school-directory/school/44146,,0-100,,CoEd
40744,Adelson Educational Campus,Las Vegas,NV,9700 Hillpointe Road,89134-0100,US,/school-directory/school/40744,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
40751,Admiral Farragut Academy,Saint Petersburg,FL,501 Park St N,33710-6799,US,/school-directory/school/40751,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Boarding Day,CoEd
40609,Advent Episcopal Day School,Birmingham,AL,2019 6th Ave N,35203-2701,US,/school-directory/school/40609,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
42765,Aidan Montessori School,Washington,DC,2700 27th St NW,20008-2601,US,/school-directory/school/42765,"Pre-School, Elementary/Primary School",101-200,Day,CoEd
43160,AIM Academy,Conshohocken,PA,1200 River Rd,19428-2442,US,/school-directory/school/43160,"Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
41872,Akiva School,Nashville,TN,809 Percy Warner Blvd,37205-4009,US,/school-directory/school/41872,Elementary/Primary School,101-200,Day,CoEd
43327,Alabama School of Fine Arts,Birmingham,AL,"1800 Rev. Abraham Woods, Jr. Blvd.",35203,US,/school-directory/school/43327,"Middle School/Junior High School, High School",301-500,Boarding Day Services Available Lunch,CoEd
38707,Albany Academy,Albany,NY,135 Academy Rd,12208-3105,US,/school-directory/school/38707,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School, Post-Graduate School",501-700,Day,CoEd
42323,Albert Einstein Academy,Wilmington,DE,101 Garden of Eden Rd,19803-1511,US,/school-directory/school/42323,Elementary/Primary School,0-100,Day,CoEd
38709,Albuquerque Academy,Albuquerque,NM,6400 Wyoming Blvd NE,87109-3899,US,/school-directory/school/38709,"Middle School/Junior High School, High School",1001+,Day,CoEd
41914,Alcuin School,Dallas,TX,6144 Churchill Way,75230-1804,US,/school-directory/school/41914,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
42525,Alexander Dawson School,Lafayette,CO,10455 Dawson Dr,80026-9742,US,/school-directory/school/42525,"Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
42553,Alexander Montessori School,Miami,FL,6050 SW 57th Ave,33143-2346,US,/school-directory/school/42553,,301-500,Day,CoEd
40671,Alexandria Country Day School,Alexandria,LA,5603 Bayou Rapides Rd,71303-4053,US,/school-directory/school/40671,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
40783,Alexandria Country Day School,Alexandria,VA,2400 Russell Rd,22301-1536,US,/school-directory/school/40783,"Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
43522,All Nations Community School,Oak Ridge North,TX,27420 Robinson Road,77385,US,/school-directory/school/43522,"Elementary/Primary School, Middle School/Junior High School, High School",0-100,Day,CoEd
42555,All Saints Academy,Winter Haven,FL,5001 State Road 540 W,33880-8009,US,/school-directory/school/42555,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
42468,All Saints Episcopal Day School,Hoboken,NJ,707 Washington St,07030-5001,US,/school-directory/school/42468,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
42387,All Saints' Day School,Carmel,CA,8060 Carmel Valley Rd,93923-7922,US,/school-directory/school/42387,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
38715,All Saints' Episcopal Day School,Phoenix,AZ,6300 North Central Ave,85012-1109,US,/school-directory/school/38715,"Pre-School, Elementary/Primary School, Middle School/Junior High School",501-700,Day,CoEd
40755,All Saints' Episcopal School of Fort Worth,Fort Worth,TX,9700 Saints Cir,76108-5985,US,/school-directory/school/40755,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
38712,Allen-Stevenson School,New York,NY,132 E 78th St,10075-0381,US,/school-directory/school/38712,"Elementary/Primary School, Middle School/Junior High School",301-500,Day,Boys
38710,Allendale Columbia School,Rochester,NY,519 Allens Creek Rd,14618-3497,US,/school-directory/school/38710,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
42362,Almaden Country Day School,San Jose,CA,6835 Trinidad Drive,95120-2006,US,/school-directory/school/42362,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
41723,Alta Vista School,San Francisco,CA,450 Somerset St,94134-1724,US,/school-directory/school/41723,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
40313,Alternative School For Math and Science,Corning,NY,"291 E 1st St, PO Box 114",14830-0114,US,/school-directory/school/40313,Middle School/Junior High School,101-200,,CoEd
41930,Alverno Heights Academy,Sierra Madre,CA,200 N Michillinda Ave,91024-1616,US,/school-directory/school/41930,High School,201-300,Day,CoEd
40757,Alzar School,Cascade,ID,1600 Airport Way,83611-1609,US,/school-directory/school/40757,High School,0-100,Boarding,CoEd
40402,American Renaissance Academy,Kapolei,HI,91-1180 Midway Street,96707,US,/school-directory/school/40402,"Elementary/Primary School, Middle School/Junior High School, High School",101-200,Day,CoEd
95351,American Youth Academy,Tampa,FL,5905 E 130th Ave,33617-1354,US,/school-directory/school/95351,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,"Day Services Available Lunch, Transportation",CoEd
41869,Andover School of Montessori,Andover,MA,400 S Main St,01810-6135,US,/school-directory/school/41869,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
38720,Andrews Osborne Academy,Willoughby,OH,38588 Mentor Ave,44094-7713,US,/school-directory/school/38720,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School, Post-Graduate School",301-500,Boarding Day,CoEd
41390,Ann and Nate Levine Academy,Dallas,TX,18011 Hillcrest Rd,75252-5863,US,/school-directory/school/41390,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
40680,Ann Arbor Academy,Ann Arbor,MI,1153 Oak Valley Dr,48108-8943,US,/school-directory/school/40680,,0-100,Day,CoEd
40217,Annie Wright Schools,Tacoma,WA,827 N Tacoma Ave,98403-2832,US,/school-directory/school/40217,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Boarding Day,CoEd
42781,Annunciation Orthodox School,Houston,TX,3600 Yoakum Boulevard,77006-4240,US,/school-directory/school/42781,"Pre-School, Elementary/Primary School, Middle School/Junior High School",701-1000,Day,CoEd
38728,Applewild School,Fitchburg,MA,120 Prospect St,01420-2299,US,/school-directory/school/38728,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",201-300,Boarding Day,CoEd
95357,Archbishop Spalding High School,Severn,MD,8080 New Cut Road,21144-2301,US,/school-directory/school/95357,,1001+,Day,CoEd
41765,Archbishop Williams High School,Braintree,MA,80 Independence Ave,02184-1758,US,/school-directory/school/41765,"Middle School/Junior High School, High School",701-1000,"Day Services Available Lunch, Transportation",CoEd
38724,Archmere Academy,Claymont,DE,3600 Philadelphia Pike,19703-3108,US,/school-directory/school/38724,High School,301-500,"Day Services Available Lunch, Transportation",CoEd
38760,Army and Navy Academy,Carlsbad,CA,2605 Carlsbad Blvd,92008-2208,US,/school-directory/school/38760,"Middle School/Junior High School, High School",201-300,Boarding Day,Boys
40413,Ascension Academy,Amarillo,TX,9301 Ascension Parkway,79119,US,/school-directory/school/40413,"Middle School/Junior High School, High School",101-200,Day,CoEd
42280,Ascension Episcopal School,Houston,TX,2525 Seagler Rd,77042-3119,US,/school-directory/school/42280,"Pre-School, Elementary/Primary School",0-100,Day,CoEd
42162,Ashbrook Independent School,Corvallis,OR,4045 SW Research Way,97333-1065,US,/school-directory/school/42162,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
38773,"Asheville School, Inc.",Asheville,NC,360 Asheville School Rd,28806-1569,US,/school-directory/school/38773,High School,201-300,Boarding Day Services Available Lunch,CoEd
40493,Ashley Hall,Charleston,SC,172 Rutledge Ave,29403-5821,US,/school-directory/school/40493,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,Girls
43842,Asia Pacific International School,Hauula,HI,54-230 Kamehameha Hwy,96717-9523,US,/school-directory/school/43842,"Elementary/Primary School, Middle School/Junior High School, High School, Post-Graduate School",0-100,Boarding,CoEd
38692,Aspen Academy,Greenwood Village,CO,5859 S University Blvd,80121-1706,US,/school-directory/school/38692,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
38777,Aspen Country Day School,Aspen,CO,300 Music School Rd.,81611-8500,US,/school-directory/school/38777,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,"Day Services Available Lunch, Transportation",CoEd
40698,Assets School,Honolulu,HI,1 Ohana Nui Way,96818-4497,US,/school-directory/school/40698,"Elementary/Primary School, Middle School/Junior High School, High School",201-300,Day,CoEd
89116,Athena Academy,Palo Alto,CA,525 San Antonio Rd,94306-1931,US,/school-directory/school/89116,"Elementary/Primary School, Middle School/Junior High School",0-100,Day,CoEd
38784,Athens Academy,Athens,GA,1281 Spartan Ln,30606-5321,US,/school-directory/school/38784,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
42869,Atlanta Academy,Roswell,GA,2000 Holcomb Woods Pkwy,30076-4712,US,/school-directory/school/42869,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
42396,Atlanta International School,Atlanta,GA,2890 N Fulton Dr NE,30305-3155,US,/school-directory/school/42396,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
42546,Atlanta Speech School,Atlanta,GA,3160 Northside Pkwy NW,30327-1598,US,/school-directory/school/42546,"Pre-School, Elementary/Primary School",301-500,Day,CoEd
41036,Atrium School,Watertown,MA,69 Grove St,02472-2826,US,/school-directory/school/41036,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
38794,Augusta Preparatory Day School,Martinez,GA,285 Flowing Wells Rd,30907-4604,US,/school-directory/school/38794,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
42732,Aurora School,Oakland,CA,40 Dulwich Rd,94618-2200,US,/school-directory/school/42732,"Elementary/Primary School, Middle School/Junior High School",0-100,Day,CoEd
40824,Austin International School,Austin,TX,4001 Adelphi Ln,78727-5319,US,/school-directory/school/40824,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
43138,Austin Jewish Academy,Austin,TX,7300 Hart Ln,78731-2407,US,/school-directory/school/43138,,101-200,,CoEd
41407,Austin Preparatory School,Reading,MA,101 Willow Street,01867-1551,US,/school-directory/school/41407,"Middle School/Junior High School, High School",701-1000,Day,CoEd
43166,Austin Waldorf School,Austin,TX,8700 South View Rd,78737-1241,US,/school-directory/school/43166,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
40708,Avenues New York,New York,NY,259 10th Ave Fl 10,10001-7020,US,/school-directory/school/40708,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
42523,Aylett Country Day School,Millers Tavern,VA,P.O. Box 70,23115-0070,US,/school-directory/school/42523,,101-200,Day,CoEd
42236,B'nai Shalom Day School,Greensboro,NC,804-A Winview Drive,27410-4642,US,/school-directory/school/42236,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
42495,Baker Demonstration School,Wilmette,IL,201 Sheridan Rd,60091-3452,US,/school-directory/school/42495,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
38813,Bancroft School,Worcester,MA,110 Shore Dr,01605-3198,US,/school-directory/school/38813,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
38821,Bank Street School for Children,New York,NY,610 W 112th St,10025-1898,US,/school-directory/school/38821,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
43553,Banner Lake Academy,Hobe Sound,FL,12212 Southeast Lantana Ave,33455,US,/school-directory/school/43553,,0-100,,CoEd
40988,Bard Academy,Great Barrington,MA,84 Alford Rd.,01230-1978,US,/school-directory/school/40988,High School,0-100,Boarding Day Services Available Lunch,CoEd
42208,Barnesville School of Arts & Sciences,Dickerson,MD,21830 Peach Tree Rd,20842,US,/school-directory/school/42208,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
41933,Barnhart School,Arcadia,CA,240 W Colorado Blvd,91007-2606,US,/school-directory/school/41933,"Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
42392,Barrie School,Silver Spring,MD,13500 Layhill Rd,20906-3203,US,/school-directory/school/42392,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
40586,Barrow Street Nursery School At Greenwich House,New York,NY,"27 Barrow St, Second Floor",10014-3823,US,/school-directory/school/40586,Pre-School,101-200,Day,CoEd
41468,BASIS Independent Brooklyn,Brooklyn,NY,556 Columbia St,11231-1910,US,/school-directory/school/41468,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
41818,Basis Independent Fremont,Fremont,CA,39706 Mission Blvd.,94539,US,/school-directory/school/41818,"Middle School/Junior High School, High School",301-500,Day,CoEd
41486,BASIS Independent McLean,McLean,VA,8000 Jones Branch Dr,22102-3203,US,/school-directory/school/41486,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
40341,Battle Ground Academy,Franklin,TN,336 Ernest Rice Ln,37069-6507,US,/school-directory/school/40341,"Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
41870,Bay Farm Montessori Academy,Duxbury,MA,145 Loring St,02332-4823,US,/school-directory/school/41870,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
40513,Bay Ridge Preparatory School,Brooklyn,NY,8101 Ridge Blvd,11209-3535,US,/school-directory/school/40513,"Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
43153,Bayan Gardens Schools (BGS),Boston,MA,1 Huntington Ave. #1502,02116,US,/school-directory/school/43153,,0-100,,CoEd
40597,Bayhill High School,Berkeley,CA,1940 Virginia Street,94709,US,/school-directory/school/40597,"Middle School/Junior High School, High School",0-100,Day,CoEd
38730,Baylor School,Chattanooga,TN,171 Baylor School Rd,37405-2506,US,/school-directory/school/38730,"Middle School/Junior High School, High School",1001+,Boarding Day,CoEd
43028,Bayside Academy,Daphne,AL,303 Dryer Ave,36526-4484,US,/school-directory/school/43028,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",701-1000,Day,CoEd
43255,Beacon Academy,Boston,MA,814 South Street,02131,US,/school-directory/school/43255,"High School, Post-Graduate School",0-100,Day Services Available Lunch,CoEd
40837,Beacon Academy,Evanston,IL,1574 Sherman Ave,60201-4422,US,/school-directory/school/40837,High School,101-200,Day,CoEd
43256,Beacon Hill Nursery School,Boston,MA,74 Joy St,02114-4055,US,/school-directory/school/43256,Pre-School,101-200,,CoEd
42800,Beaumont School,Cleveland Heights,OH,3301 N Park Blvd,44118-4258,US,/school-directory/school/42800,High School,201-300,Day,Girls
38732,"Beauvoir, The National Cathedral Elementary School",Washington,DC,3500 Woodley Rd NW,20016-5031,US,/school-directory/school/38732,"Pre-School, Elementary/Primary School",301-500,Day,CoEd
38734,Beaver Country Day School,Chestnut Hill,MA,791 Hammond St,02467-2300,US,/school-directory/school/38734,"Middle School/Junior High School, High School",301-500,Day Services Available Lunch,CoEd
43048,Bellarmine College Preparatory,San Jose,CA,960 West Hedding St,95126-1215,US,/school-directory/school/43048,High School,1001+,Day,Boys
38825,Belmont Day School,Belmont,MA,55 Day School Ln,02478-2030,US,/school-directory/school/38825,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
38831,Belmont Hill School,Belmont,MA,350 Prospect Street,02478-2656,US,/school-directory/school/38831,"Middle School/Junior High School, High School",301-500,Day,Boys
41708,Ben Bronz Academy,West Hartford,CT,11 Wampanoag Dr.,06117,US,/school-directory/school/41708,"Elementary/Primary School, Middle School/Junior High School, High School",0-100,Day,CoEd
42185,Benchmark School,Media,PA,2107 N Providence Rd,19063-1898,US,/school-directory/school/42185,"Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
40970,Bennett Day School,Chicago,IL,955 W Grand Ave,60642-6511,US,/school-directory/school/40970,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",301-500,Day,CoEd
40240,Bentley School,Lafayette,CA,1000 Upper Happy Valley Rd,94549-2830,US,/school-directory/school/40240,"Elementary/Primary School, Middle School/Junior High School, High School",501-700,Day,CoEd
41398,Bergman Academy,Des Moines,IA,100 45th St,50312-4702,US,/school-directory/school/41398,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
41412,Berkeley Hall School,Los Angeles,CA,16000 Mulholland Dr,90049-1123,US,/school-directory/school/41412,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
38850,Berkeley Preparatory School,Tampa,FL,4811 Kelly Rd,33615-5020,US,/school-directory/school/38850,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
38852,Berkshire Country Day School,Stockbridge,MA,55 Interlaken Rd,01262-9100,US,/school-directory/school/38852,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
40816,Berkshire Montessori School,Lenox Dale,MA,21 Patterson Rd,01242,US,/school-directory/school/40816,,101-200,Day,CoEd
38751,Berkshire School,Sheffield,MA,245 N Undermountain Rd,01257-9638,US,/school-directory/school/38751,High School,301-500,Boarding Day,CoEd
38722,Bernard Zell Anshe Emet Day School,Chicago,IL,3751 N Broadway St,60613-4104,US,/school-directory/school/38722,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
40771,Bertschi School,Seattle,WA,2227 10th Ave E,98102-4177,US,/school-directory/school/40771,"Pre-School, Elementary/Primary School",201-300,Day,CoEd
38757,Berwick Academy,South Berwick,ME,31 Academy St,03908-1501,US,/school-directory/school/38757,"Elementary/Primary School, Middle School/Junior High School, High School, Post-Graduate School",501-700,Boarding Day,CoEd
39218,Besant Hill School,Ojai,CA,8585 Ojai Santa Paula Rd,93023-9351,US,/school-directory/school/39218,High School,0-100,Boarding,CoEd
41902,Beth Yeshurun Day School,Houston,TX,4525 Beechnut St,77096-1801,US,/school-directory/school/41902,"Pre-School, Elementary/Primary School",201-300,Day,CoEd
41782,Bethany Christian Schools,Goshen,IN,2904 S Main St,46526-5499,US,/school-directory/school/41782,"Elementary/Primary School, Middle School/Junior High School, High School",301-500,"Day Services Available Lunch, Transportation",CoEd
41538,Bethany School,Glendale,OH,555 Albion Avenue,45246,US,/school-directory/school/41538,"Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
42086,Bethesda Academy,Savannah,GA,9520 Ferguson Ave,31406-6332,US,/school-directory/school/42086,"Middle School/Junior High School, High School",0-100,Day Services Available Lunch,Boys
42102,Bi-Cultural Hebrew Academy of Connecticut,Stamford,CT,2186 High Ridge Rd,06903-3401,US,/school-directory/school/42102,,301-500,Day,CoEd
42798,Billings Middle School,Seattle,WA,12351 8th Ave NE,98125,US,/school-directory/school/42798,Middle School/Junior High School,0-100,Day,CoEd
41403,Birches School,Lincoln,MA,100 Bedford Rd,01773-2029,US,/school-directory/school/41403,"Elementary/Primary School, Middle School/Junior High School",0-100,Day,CoEd
40333,Bishop Blanchet High School,Seattle,WA,8200 Wallingford Ave N.,98103-4547,US,/school-directory/school/40333,High School,701-1000,"Day Services Available Lunch, Transportation",CoEd
40424,Bishop John T. Walker School for Boys,Washington,DC,1801 Mississippi Ave SE,20020,US,/school-directory/school/40424,Elementary/Primary School,0-100,,Boys
40713,Bishop McNamara High School,Forestville,MD,6800 Marlboro Pike,20747-3238,US,/school-directory/school/40713,High School,701-1000,Day Services Available Lunch,CoEd
43524,Bishop Montgomery High School,Torrance,CA,5430 Torrance Blvd.,90503,US,/school-directory/school/43524,,701-1000,Boarding Day,CoEd
44690,Bishop Noland Episcopal Day School,Lake Charles,LA,803 Division St,70601-4342,US,/school-directory/school/44690,,301-500,Day,CoEd
40331,Bishop O'Dowd High School,Oakland,CA,9500 Stearns Ave,94605-4720,US,/school-directory/school/40331,High School,1001+,Day,CoEd
41999,Bishop Seabury Academy,Lawrence,KS,4120 Clinton Pkwy,66047-2004,US,/school-directory/school/41999,"Middle School/Junior High School, High School",101-200,Day,CoEd
40716,Bixby School,Boulder,CO,4760 Table Mesa Dr,80305-5541,US,/school-directory/school/40716,"Pre-School, Elementary/Primary School",0-100,Day,CoEd
41823,Black Pine Circle School,Berkeley,CA,2027 7th St,94710-2024,US,/school-directory/school/41823,"Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
38771,Blair Academy,Blairstown,NJ,"2 Park St, PO Box 600",07825-2515,US,/school-directory/school/38771,"High School, Post-Graduate School",301-500,Boarding Day,CoEd
41796,Blue Hill Harbor School,Blue Hill,ME,"57 South Street, PO Box 1629",04614,US,/school-directory/school/41796,,0-100,,CoEd
42852,Blue Oak School,Napa,CA,1436 Polk St,94559-2523,US,/school-directory/school/42852,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
38782,Blue Ridge School,St George,VA,273 Mayo Dr,22935-1370,US,/school-directory/school/38782,High School,101-200,Boarding,Boys
41807,Bornblum Jewish Community School,Memphis,TN,6641 Humphreys Blvd,38120-2359,US,/school-directory/school/41807,"Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
42823,Bosque School,Albuquerque,NM,4000 Bosque School Rd NW,87120-2546,US,/school-directory/school/42823,"Middle School/Junior High School, High School",301-500,Day,CoEd
41876,Boston College High School,Boston,MA,150 Morrissey Blvd,02125-3313,US,/school-directory/school/41876,"Middle School/Junior High School, High School",1001+,Day,Boys
43040,Boston Trinity Academy,Boston,MA,17 Hale St,02136-1519,US,/school-directory/school/43040,"Middle School/Junior High School, High School",201-300,Day,CoEd
41426,Boston University Academy,Boston,MA,1 University Rd,02215-1407,US,/school-directory/school/41426,High School,201-300,Day,CoEd
42859,Boulder Country Day School,Boulder,CO,4820 Nautilus Ct N,80301-3243,US,/school-directory/school/42859,"Pre-School, Elementary/Primary School, Middle School/Junior High School",201-300,Day,CoEd
40438,Bowman International School,Palo Alto,CA,4000 Terman Dr,94306-3870,US,/school-directory/school/40438,"Pre-School, Elementary/Primary School, Middle School/Junior High School",301-500,Day,CoEd
41749,Bozeman Field School,Bozeman,MT,"2006 Stadium Dr, Suite 102",59715,US,/school-directory/school/41749,High School,0-100,Day,CoEd
43550,Brain Builders Academy,Chicago,IL,225 South Sangamon St,60607,US,/school-directory/school/43550,,0-100,,CoEd
40273,Brandeis Marin,San Rafael,CA,180 N San Pedro Rd,94903-4206,US,/school-directory/school/40273,"Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
42884,Brawerman Elementary School of Wilshire Boulevard Temple,Los Angeles,CA,11661 West Olympic Blvd,90064-1419,US,/school-directory/school/42884,Elementary/Primary School,301-500,Day,CoEd
42346,Breakwater School,Portland,ME,856 Brighton Ave,04102-1002,US,/school-directory/school/42346,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
38803,Breck School,Golden Valley,MN,123 Ottawa Ave N,55422-5189,US,/school-directory/school/38803,"Pre-School, Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
41462,"Brehm Preparatory School, Inc.",Carbondale,IL,900 S. Brehm Lane,62901-3600,US,/school-directory/school/41462,"Middle School/Junior High School, High School, Post-Graduate School",0-100,Boarding Day,CoEd
38811,Brentwood School,Los Angeles,CA,100 S Barrington Pl,90049-3306,US,/school-directory/school/38811,"Elementary/Primary School, Middle School/Junior High School, High School",1001+,Day,CoEd
38815,Brewster Academy,Wolfeboro,NH,80 Academy Dr,03894-4115,US,/school-directory/school/38815,"High School, Post-Graduate School",301-500,Boarding Day,CoEd
42389,Brickton Montessori School,Chicago,IL,8622 W Catalpa Ave,60656-1116,US,/school-directory/school/42389,"Pre-School, Elementary/Primary School, Middle School/Junior High School",101-200,Day,CoEd
41505,Bridges Academy,Studio City,CA,3921 Laurel Canyon Blvd,91604-3710,US,/school-directory/school/41505,"Elementary/Primary School, Middle School/Junior High School, High School",101-200,Day,CoEd
